okres_id;okres_full;rok;3 roky;4 roky;5 rokov;6 rokov;spolu_3-6 rokov
101;Okres Bratislava I;2000;335;344;374;411;1464
101;Okres Bratislava I;2001;299;312;319;324;1254
101;Okres Bratislava I;2002;280;300;307;315;1202
101;Okres Bratislava I;2003;282;276;293;303;1154
101;Okres Bratislava I;2004;281;274;273;285;1113
101;Okres Bratislava I;2005;287;276;266;266;1095
101;Okres Bratislava I;2006;303;280;267;259;1109
101;Okres Bratislava I;2007;338;294;278;261;1171
101;Okres Bratislava I;2008;365;334;290;275;1264
101;Okres Bratislava I;2009;362;360;328;283;1333
101;Okres Bratislava I;2010;385;359;357;326;1427
101;Okres Bratislava I;2011;403;376,5;345,5;332;1457
101;Okres Bratislava I;2012;412,5;402,5;380,5;349;1544,5
101;Okres Bratislava I;2013;424;414,5;403,5;378,5;1620,5
101;Okres Bratislava I;2014;452,5;426,5;418,5;399;1696,5
101;Okres Bratislava I;2015;463,5;452,5;435,5;420;1771,5
101;Okres Bratislava I;2016;455;466;462,5;439,5;1823
101;Okres Bratislava I;2017;456,5;454;475;470;1855,5
101;Okres Bratislava I;2018;460,5;453,5;461,5;487;1862,5
101;Okres Bratislava I;2019;478;471,5;464;484,5;1898
101;Okres Bratislava I;2020;519,5;486;487,5;492,5;1985,5
101;Okres Bratislava I;2021;527,5;519,5;496,5;522;2065,5
102;Okres Bratislava II;2000;888;921;995;1102;3906
102;Okres Bratislava II;2001;749;796;875;951;3371
102;Okres Bratislava II;2002;741;743;798;879;3161
102;Okres Bratislava II;2003;770;745;741;793;3049
102;Okres Bratislava II;2004;846;771;736;736;3089
102;Okres Bratislava II;2005;865;843;770;736;3214
102;Okres Bratislava II;2006;881;877;852;776;3386
102;Okres Bratislava II;2007;945;890;884;855;3574
102;Okres Bratislava II;2008;1018;939;884;878;3719
102;Okres Bratislava II;2009;1070;1002;920;880;3872
102;Okres Bratislava II;2010;1101;1052;985;909;4047
102;Okres Bratislava II;2011;1119,5;1038;973,5;931;4062
102;Okres Bratislava II;2012;1196,5;1104,5;1023,5;966;4290,5
102;Okres Bratislava II;2013;1288,5;1179,5;1093,5;1014;4575,5
102;Okres Bratislava II;2014;1395,5;1266,5;1169,5;1089;4920,5
102;Okres Bratislava II;2015;1390,5;1370,5;1261;1160;5182
102;Okres Bratislava II;2016;1341,5;1361,5;1361,5;1236;5300,5
102;Okres Bratislava II;2017;1353;1320,5;1347,5;1331,5;5352,5
102;Okres Bratislava II;2018;1395,5;1339;1304;1318,5;5357
102;Okres Bratislava II;2019;1449;1367,5;1315;1280,5;5412
102;Okres Bratislava II;2020;1484;1414,5;1349;1294;5541,5
102;Okres Bratislava II;2021;1501;1443,5;1388,5;1321;5654
103;Okres Bratislava III;2000;470;491;492;534;1987
103;Okres Bratislava III;2001;406;399;444;490;1739
103;Okres Bratislava III;2002;421;404;404;443;1672
103;Okres Bratislava III;2003;426;421;405;405;1657
103;Okres Bratislava III;2004;421;429;417;410;1677
103;Okres Bratislava III;2005;437;426;429;420;1712
103;Okres Bratislava III;2006;467;436;426;434;1763
103;Okres Bratislava III;2007;496;468;433;428;1825
103;Okres Bratislava III;2008;541;499;476;435;1951
103;Okres Bratislava III;2009;590;545;508;477;2120
103;Okres Bratislava III;2010;636;597;546;506;2285
103;Okres Bratislava III;2011;623,5;602,5;566;525,5;2317,5
103;Okres Bratislava III;2012;690;631,5;600;568;2489,5
103;Okres Bratislava III;2013;741;688;628;607,5;2664,5
103;Okres Bratislava III;2014;775;732,5;677;637,5;2822
103;Okres Bratislava III;2015;779;772;718;684,5;2953,5
103;Okres Bratislava III;2016;771;781,5;765,5;725;3043
103;Okres Bratislava III;2017;814,5;779,5;777;775,5;3146,5
103;Okres Bratislava III;2018;891,5;814,5;778;782,5;3266,5
103;Okres Bratislava III;2019;947;879;810,5;774;3410,5
103;Okres Bratislava III;2020;951;940;872,5;812;3575,5
103;Okres Bratislava III;2021;974,5;945,5;946,5;896,5;3763
104;Okres Bratislava IV;2000;857;956;1062;1178;4053
104;Okres Bratislava IV;2001;757;801;914;981;3453
104;Okres Bratislava IV;2002;745;752;796;906;3199
104;Okres Bratislava IV;2003;748;749;747;789;3033
104;Okres Bratislava IV;2004;754;750;743;741;2988
104;Okres Bratislava IV;2005;767;754;747;742;3010
104;Okres Bratislava IV;2006;797;765;758;750;3070
104;Okres Bratislava IV;2007;797;791;767;754;3109
104;Okres Bratislava IV;2008;850;791;791;761;3193
104;Okres Bratislava IV;2009;940;838;797;787;3362
104;Okres Bratislava IV;2010;938;927;846;798;3509
104;Okres Bratislava IV;2011;949;894;880;818;3541
104;Okres Bratislava IV;2012;1023,5;940;888;876;3727,5
104;Okres Bratislava IV;2013;1063;1018,5;928,5;878,5;3888,5
104;Okres Bratislava IV;2014;1098;1063,5;1008,5;915,5;4085,5
104;Okres Bratislava IV;2015;1132,5;1083,5;1064,5;993;4273,5
104;Okres Bratislava IV;2016;1120;1111;1087;1056;4374
104;Okres Bratislava IV;2017;1122,5;1113;1107,5;1081,5;4424,5
104;Okres Bratislava IV;2018;1171;1118;1101,5;1103,5;4494
104;Okres Bratislava IV;2019;1176;1154;1106,5;1084,5;4521
104;Okres Bratislava IV;2020;1165,5;1158;1149;1084;4556,5
104;Okres Bratislava IV;2021;1214;1178;1161,5;1151;4704,5
105;Okres Bratislava V;2000;806;822;876;954;3458
105;Okres Bratislava V;2001;698;751;784;831;3064
105;Okres Bratislava V;2002;696;688;748;771;2903
105;Okres Bratislava V;2003;725;672;689;736;2822
105;Okres Bratislava V;2004;742;702;669;682;2795
105;Okres Bratislava V;2005;761;723;694;666;2844
105;Okres Bratislava V;2006;821;740;709;691;2961
105;Okres Bratislava V;2007;875;801;724;708;3108
105;Okres Bratislava V;2008;912;849;781;721;3263
105;Okres Bratislava V;2009;966;892;830;772;3460
105;Okres Bratislava V;2010;1011;946;878;816;3651
105;Okres Bratislava V;2011;1040;946;885;814,5;3685,5
105;Okres Bratislava V;2012;1140,5;1018;928,5;874;3961
105;Okres Bratislava V;2013;1231;1123,5;995;922,5;4272
105;Okres Bratislava V;2014;1359;1216;1108,5;970;4653,5
105;Okres Bratislava V;2015;1379,5;1342;1193;1074;4988,5
105;Okres Bratislava V;2016;1292,5;1353;1304,5;1165,5;5115,5
105;Okres Bratislava V;2017;1341;1267;1325,5;1267,5;5201
105;Okres Bratislava V;2018;1386;1316,5;1247,5;1288;5238
105;Okres Bratislava V;2019;1438,5;1375,5;1299,5;1230;5343,5
105;Okres Bratislava V;2020;1490;1422,5;1354;1289;5555,5
105;Okres Bratislava V;2021;1462;1451,5;1411;1372;5696,5
106;Okres Malacky;2000;638;678;714;765;2795
106;Okres Malacky;2001;661;658;698;740;2757
106;Okres Malacky;2002;648;673;666;708;2695
106;Okres Malacky;2003;607;658;681;673;2619
106;Okres Malacky;2004;610;615;663;682;2570
106;Okres Malacky;2005;588;616;618;667;2489
106;Okres Malacky;2006;596;595;619;623;2433
106;Okres Malacky;2007;662;606;600;621;2489
106;Okres Malacky;2008;698;672;615;605;2590
106;Okres Malacky;2009;688;708;685;623;2704
106;Okres Malacky;2010;711;696;720;696;2823
106;Okres Malacky;2011;743,5;682,5;672;702,5;2800,5
106;Okres Malacky;2012;811,5;761;689,5;675,5;2937,5
106;Okres Malacky;2013;846,5;827,5;772;702;3148
106;Okres Malacky;2014;890;857,5;847;785,5;3380
106;Okres Malacky;2015;886;898;875;861;3520
106;Okres Malacky;2016;854;902;913;885,5;3554,5
106;Okres Malacky;2017;883;873;916,5;925;3597,5
106;Okres Malacky;2018;929;899;886,5;938,5;3653
106;Okres Malacky;2019;1002,5;943,5;914;903,5;3763,5
106;Okres Malacky;2020;991;1013,5;955,5;920;3880
106;Okres Malacky;2021;972;1026,5;1054;977,5;4030
107;Okres Pezinok;2000;576;582;573;651;2382
107;Okres Pezinok;2001;527;580;587;581;2275
107;Okres Pezinok;2002;493;534;580;590;2197
107;Okres Pezinok;2003;463;498;538;577;2076
107;Okres Pezinok;2004;464;467;504;534;1969
107;Okres Pezinok;2005;468;469;477;508;1922
107;Okres Pezinok;2006;503;469;476;483;1931
107;Okres Pezinok;2007;551;508;473;482;2014
107;Okres Pezinok;2008;590;562;519;479;2150
107;Okres Pezinok;2009;617;603;571;527;2318
107;Okres Pezinok;2010;648;635;612;582;2477
107;Okres Pezinok;2011;692,5;639;615;600;2546,5
107;Okres Pezinok;2012;738,5;703,5;640;620,5;2702,5
107;Okres Pezinok;2013;755;754;705;649,5;2863,5
107;Okres Pezinok;2014;762,5;783;760;712;3017,5
107;Okres Pezinok;2015;803,5;784,5;793;766,5;3147,5
107;Okres Pezinok;2016;786,5;820,5;797,5;803;3207,5
107;Okres Pezinok;2017;792,5;802,5;831;802,5;3228,5
107;Okres Pezinok;2018;863,5;813;815;833,5;3325
107;Okres Pezinok;2019;863;884;832,5;829,5;3409
107;Okres Pezinok;2020;885;870,5;898,5;850,5;3504,5
107;Okres Pezinok;2021;937;897,5;885;924,5;3644
108;Okres Senec;2000;448;485;526;577;2036
108;Okres Senec;2001;468;473;519;554;2014
108;Okres Senec;2002;465;482;486;533;1966
108;Okres Senec;2003;478;478;497;503;1956
108;Okres Senec;2004;489;489;492;507;1977
108;Okres Senec;2005;465;506;504;505;1980
108;Okres Senec;2006;525;493;526;521;2065
108;Okres Senec;2007;655;559;517;554;2285
108;Okres Senec;2008;729;697;587;547;2560
108;Okres Senec;2009;756;772;732;607;2867
108;Okres Senec;2010;842;800;820;755;3217
108;Okres Senec;2011;906,5;862,5;841,5;827;3437,5
108;Okres Senec;2012;982;955;899;862,5;3698,5
108;Okres Senec;2013;1066;1020;988;926,5;4000,5
108;Okres Senec;2014;1139,5;1104,5;1056,5;1023;4323,5
108;Okres Senec;2015;1208,5;1203;1143,5;1098,5;4653,5
108;Okres Senec;2016;1249,5;1285,5;1241;1185,5;4961,5
108;Okres Senec;2017;1281,5;1312,5;1322;1286;5202
108;Okres Senec;2018;1347;1335,5;1349,5;1372,5;5404,5
108;Okres Senec;2019;1457,5;1404,5;1378,5;1406,5;5647
108;Okres Senec;2020;1600,5;1514;1447,5;1425,5;5987,5
108;Okres Senec;2021;1651,5;1666,5;1577;1515,5;6410,5
201;Okres Dunajská Streda;2000;1130;1166;1233;1326;4855
201;Okres Dunajská Streda;2001;1131;1147;1177;1229;4684
201;Okres Dunajská Streda;2002;1107;1137;1150;1183;4577
201;Okres Dunajská Streda;2003;1075;1115;1143;1157;4490
201;Okres Dunajská Streda;2004;1029;1081;1120;1149;4379
201;Okres Dunajská Streda;2005;1002;1034;1084;1124;4244
201;Okres Dunajská Streda;2006;982;1008;1038;1085;4113
201;Okres Dunajská Streda;2007;1014;989;1013;1041;4057
201;Okres Dunajská Streda;2008;1075;1019;999;1018;4111
201;Okres Dunajská Streda;2009;1091;1077;1032;1004;4204
201;Okres Dunajská Streda;2010;1076;1100;1084;1035;4295
201;Okres Dunajská Streda;2011;1073;1066,5;1084;1085,5;4309
201;Okres Dunajská Streda;2012;1161;1082;1074,5;1087,5;4405
201;Okres Dunajská Streda;2013;1179;1164;1095,5;1077;4515,5
201;Okres Dunajská Streda;2014;1164;1188;1168,5;1094,5;4615
201;Okres Dunajská Streda;2015;1165,5;1175;1191,5;1175;4707
201;Okres Dunajská Streda;2016;1152,5;1179;1184;1203,5;4719
201;Okres Dunajská Streda;2017;1168;1167;1191;1192,5;4718,5
201;Okres Dunajská Streda;2018;1189,5;1182,5;1180;1199;4751
201;Okres Dunajská Streda;2019;1242,5;1202;1197,5;1183,5;4825,5
201;Okres Dunajská Streda;2020;1262,5;1256;1209,5;1195;4923
201;Okres Dunajská Streda;2021;1272,5;1313,5;1299;1249;5134
202;Okres Galanta;2000;974;1012;1056;1119;4161
202;Okres Galanta;2001;957;990;1030;1076;4053
202;Okres Galanta;2002;922;963;995;1027;3907
202;Okres Galanta;2003;876;926;971;1000;3773
202;Okres Galanta;2004;819;885;938;980;3622
202;Okres Galanta;2005;773;825;889;937;3424
202;Okres Galanta;2006;803;775;823;887;3288
202;Okres Galanta;2007;810;805;777;826;3218
202;Okres Galanta;2008;811;820;807;779;3217
202;Okres Galanta;2009;849;823;818;810;3300
202;Okres Galanta;2010;852;852;824;824;3352
202;Okres Galanta;2011;842;831,5;835,5;804;3313
202;Okres Galanta;2012;877;840;838;837,5;3392,5
202;Okres Galanta;2013;865;873,5;840,5;831;3410
202;Okres Galanta;2014;894;861,5;870,5;838,5;3464,5
202;Okres Galanta;2015;910,5;891;862;872;3535,5
202;Okres Galanta;2016;868;913,5;893;863;3537,5
202;Okres Galanta;2017;888,5;873,5;915;890,5;3567,5
202;Okres Galanta;2018;913,5;894;879;913;3599,5
202;Okres Galanta;2019;910;917,5;901;881;3609,5
202;Okres Galanta;2020;935,5;914;921,5;908;3679
202;Okres Galanta;2021;955;951,5;923,5;936;3766
203;Okres Hlohovec;2000;471;475;513;569;2028
203;Okres Hlohovec;2001;449;474;481;520;1924
203;Okres Hlohovec;2002;438;447;476;480;1841
203;Okres Hlohovec;2003;447;438;450;473;1808
203;Okres Hlohovec;2004;418;449;439;453;1759
203;Okres Hlohovec;2005;392;418;447;444;1701
203;Okres Hlohovec;2006;382;391;418;449;1640
203;Okres Hlohovec;2007;402;383;389;416;1590
203;Okres Hlohovec;2008;412;399;380;389;1580
203;Okres Hlohovec;2009;422;411;395;381;1609
203;Okres Hlohovec;2010;424;423;406;392;1645
203;Okres Hlohovec;2011;439;426;425,5;412,5;1703
203;Okres Hlohovec;2012;443,5;442;425;425;1735,5
203;Okres Hlohovec;2013;457;442;444;427;1770
203;Okres Hlohovec;2014;469,5;455,5;444;445,5;1814,5
203;Okres Hlohovec;2015;450,5;467,5;453;445;1816
203;Okres Hlohovec;2016;441,5;451,5;465;454;1812
203;Okres Hlohovec;2017;431,5;439,5;452,5;466,5;1790
203;Okres Hlohovec;2018;428;429;441,5;450,5;1749
203;Okres Hlohovec;2019;426,5;432;432,5;440,5;1731,5
203;Okres Hlohovec;2020;408;429,5;436;434;1707,5
203;Okres Hlohovec;2021;416,5;411;434,5;443,5;1705,5
204;Okres Piešťany;2000;558;600;644;716;2518
204;Okres Piešťany;2001;538;567;610;650;2365
204;Okres Piešťany;2002;540;541;569;613;2263
204;Okres Piešťany;2003;540;543;543;572;2198
204;Okres Piešťany;2004;506;541;549;544;2140
204;Okres Piešťany;2005;492;507;542;550;2091
204;Okres Piešťany;2006;495;496;506;545;2042
204;Okres Piešťany;2007;524;500;496;511;2031
204;Okres Piešťany;2008;573;525;502;502;2102
204;Okres Piešťany;2009;559;577;529;506;2171
204;Okres Piešťany;2010;523;564;577;532;2196
204;Okres Piešťany;2011;535;498,5;523,5;532;2089
204;Okres Piešťany;2012;584,5;534,5;502;521,5;2142,5
204;Okres Piešťany;2013;569;582,5;542,5;509;2203
204;Okres Piešťany;2014;590,5;571,5;585;546;2293
204;Okres Piešťany;2015;576;589;572;582;2319
204;Okres Piešťany;2016;558;575;594;568;2295
204;Okres Piešťany;2017;584,5;563;580,5;594;2322
204;Okres Piešťany;2018;573,5;585,5;560,5;583,5;2303
204;Okres Piešťany;2019;568;573;578,5;562;2281,5
204;Okres Piešťany;2020;573,5;570;569,5;578;2291
204;Okres Piešťany;2021;603,5;593,5;589;597;2383
205;Okres Senica;2000;639;652;694;784;2769
205;Okres Senica;2001;617;641;660;691;2609
205;Okres Senica;2002;603;615;641;661;2520
205;Okres Senica;2003;571;601;617;643;2432
205;Okres Senica;2004;542;576;601;615;2334
205;Okres Senica;2005;539;549;575;598;2261
205;Okres Senica;2006;531;541;548;575;2195
205;Okres Senica;2007;558;531;537;549;2175
205;Okres Senica;2008;559;560;531;539;2189
205;Okres Senica;2009;554;564;564;534;2216
205;Okres Senica;2010;566;557;567;562;2252
205;Okres Senica;2011;572;571,5;561;558,5;2263
205;Okres Senica;2012;603,5;572;577,5;564,5;2317,5
205;Okres Senica;2013;614,5;602;577,5;581;2375
205;Okres Senica;2014;617;617,5;603,5;576,5;2414,5
205;Okres Senica;2015;610;616;617;600;2443
205;Okres Senica;2016;589;605,5;612;615;2421,5
205;Okres Senica;2017;609;589;602,5;611;2411,5
205;Okres Senica;2018;584,5;613;586,5;599;2383
205;Okres Senica;2019;563;587;613,5;586;2349,5
205;Okres Senica;2020;600;561,5;591;619,5;2372
205;Okres Senica;2021;610,5;618;582,5;600,5;2411,5
206;Okres Skalica;2000;480;508;531;610;2129
206;Okres Skalica;2001;486;485;525;545;2041
206;Okres Skalica;2002;480;487;486;527;1980
206;Okres Skalica;2003;451;483;491;486;1911
206;Okres Skalica;2004;432;453;486;491;1862
206;Okres Skalica;2005;400;433;455;488;1776
206;Okres Skalica;2006;426;402;435;458;1721
206;Okres Skalica;2007;447;424;404;435;1710
206;Okres Skalica;2008;427;444;426;406;1703
206;Okres Skalica;2009;424;426;444;428;1722
206;Okres Skalica;2010;433;423;423;447;1726
206;Okres Skalica;2011;463;431,5;418,5;427;1740
206;Okres Skalica;2012;486;462;434;418,5;1800,5
206;Okres Skalica;2013;484;484;460,5;434,5;1863
206;Okres Skalica;2014;472,5;482;487,5;461;1903
206;Okres Skalica;2015;483;473;485;487,5;1928,5
206;Okres Skalica;2016;509;488;474;483;1954
206;Okres Skalica;2017;505;513,5;489;470,5;1978
206;Okres Skalica;2018;496;506;514,5;488;2004,5
206;Okres Skalica;2019;491;490,5;506,5;512;2000
206;Okres Skalica;2020;474;490;489;504,5;1957,5
206;Okres Skalica;2021;493,5;485;502,5;497,5;1978,5
207;Okres Trnava;2000;1188;1263;1385;1506;5342
207;Okres Trnava;2001;1140;1195;1271;1397;5003
207;Okres Trnava;2002;1142;1139;1195;1277;4753
207;Okres Trnava;2003;1116;1145;1141;1197;4599
207;Okres Trnava;2004;1050;1122;1142;1142;4456
207;Okres Trnava;2005;1011;1052;1122;1140;4325
207;Okres Trnava;2006;1018;1015;1055;1120;4208
207;Okres Trnava;2007;1102;1021;1019;1058;4200
207;Okres Trnava;2008;1172;1102;1025;1022;4321
207;Okres Trnava;2009;1196;1168;1103;1028;4495
207;Okres Trnava;2010;1187;1192;1172;1108;4659
207;Okres Trnava;2011;1228;1193;1217;1205;4843
207;Okres Trnava;2012;1264;1233,5;1194,5;1217,5;4909,5
207;Okres Trnava;2013;1291;1271;1235;1195;4992
207;Okres Trnava;2014;1373,5;1293,5;1274;1232;5173
207;Okres Trnava;2015;1375;1380;1299;1276,5;5330,5
207;Okres Trnava;2016;1313;1382,5;1389;1308,5;5393
207;Okres Trnava;2017;1304,5;1326;1389,5;1395,5;5415,5
207;Okres Trnava;2018;1349,5;1313,5;1330,5;1389;5382,5
207;Okres Trnava;2019;1433,5;1361;1321,5;1333;5449
207;Okres Trnava;2020;1488;1446,5;1365,5;1324;5624
207;Okres Trnava;2021;1478;1495;1453;1371;5797
301;Okres Bánovce nad Bebravou;2000;377;389;442;494;1702
301;Okres Bánovce nad Bebravou;2001;380;388;404;459;1631
301;Okres Bánovce nad Bebravou;2002;371;381;385;404;1541
301;Okres Bánovce nad Bebravou;2003;370;370;379;384;1503
301;Okres Bánovce nad Bebravou;2004;354;367;366;378;1465
301;Okres Bánovce nad Bebravou;2005;346;353;364;365;1428
301;Okres Bánovce nad Bebravou;2006;352;346;351;361;1410
301;Okres Bánovce nad Bebravou;2007;347;354;346;349;1396
301;Okres Bánovce nad Bebravou;2008;333;348;356;345;1382
301;Okres Bánovce nad Bebravou;2009;321;332;351;353;1357
301;Okres Bánovce nad Bebravou;2010;347;322;332;347;1348
301;Okres Bánovce nad Bebravou;2011;372;344;319,5;332;1367,5
301;Okres Bánovce nad Bebravou;2012;363;369,5;343;318;1393,5
301;Okres Bánovce nad Bebravou;2013;356;361;368;339;1424
301;Okres Bánovce nad Bebravou;2014;370,5;357;360;362;1449,5
301;Okres Bánovce nad Bebravou;2015;375,5;372,5;356;357,5;1461,5
301;Okres Bánovce nad Bebravou;2016;357;375;374;356;1462
301;Okres Bánovce nad Bebravou;2017;331;356;376;372,5;1435,5
301;Okres Bánovce nad Bebravou;2018;329,5;331,5;356;373;1390
301;Okres Bánovce nad Bebravou;2019;364,5;328;330,5;354;1377
301;Okres Bánovce nad Bebravou;2020;366,5;358,5;327;330;1382
301;Okres Bánovce nad Bebravou;2021;333;369,5;360,5;330,5;1393,5
302;Okres Ilava;2000;602;608;680;797;2687
302;Okres Ilava;2001;574;621;630;692;2517
302;Okres Ilava;2002;527;571;619;628;2345
302;Okres Ilava;2003;540;525;573;615;2253
302;Okres Ilava;2004;522;540;531;571;2164
302;Okres Ilava;2005;480;524;538;532;2074
302;Okres Ilava;2006;455;478;522;536;1991
302;Okres Ilava;2007;472;449;478;516;1915
302;Okres Ilava;2008;481;465;446;474;1866
302;Okres Ilava;2009;498;478;463;445;1884
302;Okres Ilava;2010;532;492;478;462;1964
302;Okres Ilava;2011;544;521,5;492,5;480,5;2038,5
302;Okres Ilava;2012;573,5;544;521;492;2130,5
302;Okres Ilava;2013;576;568,5;543,5;520,5;2208,5
302;Okres Ilava;2014;620;573;564;537,5;2294,5
302;Okres Ilava;2015;602,5;618;568,5;560;2349
302;Okres Ilava;2016;580,5;594,5;614;567;2356
302;Okres Ilava;2017;592;574,5;592,5;611;2370
302;Okres Ilava;2018;565,5;594;575;592;2326,5
302;Okres Ilava;2019;568,5;568;591;573,5;2301
302;Okres Ilava;2020;576,5;567,5;563,5;588;2295,5
302;Okres Ilava;2021;561,5;581,5;567;569,5;2279,5
303;Okres Myjava;2000;253;250;287;325;1115
303;Okres Myjava;2001;257;262;263;295;1077
303;Okres Myjava;2002;243;255;264;260;1022
303;Okres Myjava;2003;230;240;256;261;987
303;Okres Myjava;2004;213;229;239;256;937
303;Okres Myjava;2005;202;210;226;239;877
303;Okres Myjava;2006;194;199;209;224;826
303;Okres Myjava;2007;196;196;198;208;798
303;Okres Myjava;2008;197;199;195;198;789
303;Okres Myjava;2009;212;195;199;195;801
303;Okres Myjava;2010;228;212;195;196;831
303;Okres Myjava;2011;214,5;225,5;205,5;198,5;844
303;Okres Myjava;2012;225;213;224;208;870
303;Okres Myjava;2013;238,5;221,5;210,5;223;893,5
303;Okres Myjava;2014;234,5;234,5;219,5;210;898,5
303;Okres Myjava;2015;238;232,5;233;221;924,5
303;Okres Myjava;2016;245;235;234,5;235;949,5
303;Okres Myjava;2017;223,5;239,5;236,5;233,5;933
303;Okres Myjava;2018;217;220;239;232;908
303;Okres Myjava;2019;227;215,5;218,5;237;898
303;Okres Myjava;2020;209;228;212,5;218;867,5
303;Okres Myjava;2021;210,5;217;233,5;222,5;883,5
304;Okres Nové Mesto nad Váhom;2000;572;595;637;714;2518
304;Okres Nové Mesto nad Váhom;2001;580;594;607;640;2421
304;Okres Nové Mesto nad Váhom;2002;568;577;597;605;2347
304;Okres Nové Mesto nad Váhom;2003;569;572;578;598;2317
304;Okres Nové Mesto nad Váhom;2004;530;573;573;581;2257
304;Okres Nové Mesto nad Váhom;2005;479;529;576;579;2163
304;Okres Nové Mesto nad Váhom;2006;477;479;533;584;2073
304;Okres Nové Mesto nad Váhom;2007;508;478;481;537;2004
304;Okres Nové Mesto nad Váhom;2008;524;512;482;484;2002
304;Okres Nové Mesto nad Váhom;2009;527;525;516;486;2054
304;Okres Nové Mesto nad Váhom;2010;530;524;526;517;2097
304;Okres Nové Mesto nad Váhom;2011;563,5;546;533;542;2184,5
304;Okres Nové Mesto nad Váhom;2012;592;563;544;536;2235
304;Okres Nové Mesto nad Váhom;2013;598;591,5;560,5;545;2295
304;Okres Nové Mesto nad Váhom;2014;599,5;599,5;593;560;2352
304;Okres Nové Mesto nad Váhom;2015;594;605;604;595;2398
304;Okres Nové Mesto nad Váhom;2016;570,5;597;607,5;608,5;2383,5
304;Okres Nové Mesto nad Váhom;2017;583,5;573;596,5;615;2368
304;Okres Nové Mesto nad Váhom;2018;613,5;588,5;573;603,5;2378,5
304;Okres Nové Mesto nad Váhom;2019;623,5;617,5;595,5;576;2412,5
304;Okres Nové Mesto nad Váhom;2020;590,5;625;626,5;600,5;2442,5
304;Okres Nové Mesto nad Váhom;2021;596;598,5;636;630,5;2461
305;Okres Partizánske;2000;468;471;484;546;1969
305;Okres Partizánske;2001;422;469;484;500;1875
305;Okres Partizánske;2002;428;417;469;486;1800
305;Okres Partizánske;2003;397;426;418;469;1710
305;Okres Partizánske;2004;356;400;425;418;1599
305;Okres Partizánske;2005;372;355;399;423;1549
305;Okres Partizánske;2006;375;368;356;399;1498
305;Okres Partizánske;2007;373;379;368;360;1480
305;Okres Partizánske;2008;374;379;378;370;1501
305;Okres Partizánske;2009;377;377;383;378;1515
305;Okres Partizánske;2010;391;377;378;382;1528
305;Okres Partizánske;2011;401,5;388,5;374,5;385;1549,5
305;Okres Partizánske;2012;423,5;400;391,5;374,5;1589,5
305;Okres Partizánske;2013;431,5;422;404,5;392,5;1650,5
305;Okres Partizánske;2014;421;432;426,5;404;1683,5
305;Okres Partizánske;2015;395;423;437,5;423,5;1679
305;Okres Partizánske;2016;390,5;397;425;433,5;1646
305;Okres Partizánske;2017;397,5;393,5;397;422;1610
305;Okres Partizánske;2018;386,5;402,5;399;398,5;1586,5
305;Okres Partizánske;2019;390,5;391,5;404,5;402;1588,5
305;Okres Partizánske;2020;408,5;392,5;390;404,5;1595,5
305;Okres Partizánske;2021;420;408,5;396;390;1614,5
306;Okres Považská Bystrica;2000;720;763;828;955;3266
306;Okres Považská Bystrica;2001;672;702;744;810;2928
306;Okres Považská Bystrica;2002;672;673;697;743;2785
306;Okres Považská Bystrica;2003;637;675;668;699;2679
306;Okres Považská Bystrica;2004;590;639;671;670;2570
306;Okres Považská Bystrica;2005;552;590;637;669;2448
306;Okres Považská Bystrica;2006;525;554;588;637;2304
306;Okres Považská Bystrica;2007;541;527;554;590;2212
306;Okres Považská Bystrica;2008;556;541;523;555;2175
306;Okres Považská Bystrica;2009;561;556;536;519;2172
306;Okres Považská Bystrica;2010;547;561;555;530;2193
306;Okres Považská Bystrica;2011;558,5;542,5;547;542;2190
306;Okres Považská Bystrica;2012;579,5;553,5;540,5;546;2219,5
306;Okres Považská Bystrica;2013;605;579,5;555,5;541,5;2281,5
306;Okres Považská Bystrica;2014;643;607,5;581,5;557,5;2389,5
306;Okres Považská Bystrica;2015;608,5;643;609;582,5;2443
306;Okres Považská Bystrica;2016;578;607,5;642;608,5;2436
306;Okres Považská Bystrica;2017;594,5;572;604,5;641,5;2412,5
306;Okres Považská Bystrica;2018;596,5;591,5;573;604;2365
306;Okres Považská Bystrica;2019;614,5;598;593;571,5;2377
306;Okres Považská Bystrica;2020;637,5;612;597,5;592;2439
306;Okres Považská Bystrica;2021;661,5;633,5;612;597,5;2504,5
307;Okres Prievidza;2000;1363;1395;1510;1725;5993
307;Okres Prievidza;2001;1296;1351;1403;1522;5572
307;Okres Prievidza;2002;1273;1292;1353;1398;5316
307;Okres Prievidza;2003;1244;1272;1295;1346;5157
307;Okres Prievidza;2004;1163;1245;1274;1285;4967
307;Okres Prievidza;2005;1079;1163;1249;1271;4762
307;Okres Prievidza;2006;1044;1080;1164;1253;4541
307;Okres Prievidza;2007;1061;1042;1080;1165;4348
307;Okres Prievidza;2008;1118;1062;1043;1080;4303
307;Okres Prievidza;2009;1122;1118;1064;1043;4347
307;Okres Prievidza;2010;1149;1125;1118;1061;4453
307;Okres Prievidza;2011;1206,5;1158,5;1132,5;1121,5;4619
307;Okres Prievidza;2012;1223;1205,5;1161,5;1139,5;4729,5
307;Okres Prievidza;2013;1237,5;1222;1210,5;1161,5;4831,5
307;Okres Prievidza;2014;1251,5;1235;1222;1206;4914,5
307;Okres Prievidza;2015;1187,5;1246;1231;1219,5;4884
